tweet,sentiment
@mention yea leaving tomorrow morning. Weather kinda blows right now.,1
"Thunderstorm Light Rain in Vicinity and 66 F at Alexander City/T.C. Russell Field, AL Winds are Southwest at 5.8 MPH (5 {link}",2
Signing time today!!!! It's perfect weather for a little signing then ROCK N' STOMP!,3
We've officially entered 'take a shower 3x a day' weather,1
"Whipping out the birkenstock sandals todayyyy, :) Hopefully the weather stays this way",3
Goin to my nephew's soccer game. Excited to finally enjoy the sunshine! #weekend,3
Anyone streaming video from the parks or resorts today? Looks like nice weather in WDW!,3
"RT @mention: Tune into The Weather Channel NOW to view a live stream of a tornado near El Reno, OK.",2
"Sunny today, high 76 (24 C).",2
beautiful day today...finally the weather in Minnesota is turning around,3
"Heeeyyy, the weather is relatively nice outside !!",3
RT @mention: UK weather Alert - Issued on 07/05/2011 17:45 by netweather.tv {link},2
"Weather data at 8:00 PM. 59.0&#xB0;F, 62&#x25; humidity. Wind: 0.0 mph from the E. Rain: 0.00 in. NO CURRENT ADVISORIES",2
Holy shit balls it's hot outside,1
Another sunny day!,3
RT @mention: Sunny day ! Yeeees (:,3
"Scattered thunderstorms this afternoon, high 71 (22 C).  Low  59 (15 C) tonight.",2
"(w.bug) Forecast for Tonight:  							 								Showers with a chance of thunderstorms. Lows in the lower 60s. Southeast winds 5 to 10...",2
"The National Weather Service has issued a severe thunderstorm warning that affects Montgomery County, TN and... {link}",2
Tides game tonight! Weather looks perfect.,3
RT @mention: Very intense storm on top of Lexington. Could go severe at any time.,2
Can't evn smoke n that kind of weather I feel so sick,1
Excited about this sunshine but not excited about missing it all day while I'm in my cave of an office,3
Man its cold asz hell outside in may #wtf,1
i Had Great Mother's Day Weekend weather was very nice,3
#WEATHER:  2:54 am : 73.0F. Feels F. 29.80% Humidity. 8.1MPH Southwest Wind.,2
"Mostly sunny today, high 90 (32 C).",2
Happy Green Up Day! What a gorgeous day we have so far....sunny!,3
"Boulder, Colorado Weather :: 46F OVERCAST {link} #Weather",2
uh I hate this weather!,1
Perfect weather right now,3
It's sunny in Philadelphia. Beautiful day.,3
A storm is brewing. #ThunderUp #ThreesDown @mention @mention @mention @mention @mention  {link},2
i'm loving this humidity... not.,1
Its Hot As Fuck Outside,1
"Line of storms will affect metro rush hour, esp. north sections. Be alert for rapidly-changing weather & slick roads. #memstorm #fb",2
It feels good outside . that summernight weather.,3
"WEATHER: Looks like we might break a few records in the next few days. 88 today, then above 90 Tuesday and Wednesday.",2
#WEATHER:  10:53 am: 81.0F. Feels F. 29.82% Humidity. 11.5MPH South Wind.,2
"Outside: 63.9 F, Humidity: 62%, Wind: (56) 2 mph, Press: 29.95"", Rain: 0.00",2
RT @mention: I 2nd this! Plus weather is lovely. RT @mention: @mention  You know we have radio stations in Michigan.  Great pl ...,3
"Sat freezing my arse off, in a bad mood but a tweet/follow from @mention would make it all better? X",1
I want 90 degree weather I don't care I'm tired of freezing my ass off,1
Happy Monday! Looking forward to the warm weather this week!!!,3
@mention Ain't this sun and warmth great?  Over 80 degrees and I have A/C off and windows open.  House kittehs in heaven.,3
This weather needs to make its mind up!,1
I blame @mention for this weather!,1
"I'm in Fairbanks, and the weather is great!",3
"Morning, tweeps! Lots of states in the severe storm zone today--stay safe! {link}",2
RT @mention: This weather needs to get it together. Im tryna late night swim but its Like 40 degrees at night. Wtf GA!!!,1
It's cold is shit out here.,1
"dammit, weather. I'm tired of these allergy headaches. Put out or shut up. ;)",1
"RT @mention: Dear weather, you're awesome today. Can you stay just like this for the rest of the summer? Please and thank you.",3
RT @mention: yeaa so this weather is Disgusting!! soo Humid and Hot.,1
RT @mention This weather is beautiful!! :),3
This twitter app is gettin a bit annoying. Nevertheless with the crazy storm outside nothins better than makin #pizza and #lounging,1
#WEATHER:  8:53 pm : 51.0F. Feels 47F. 29.86% Humidity. 10.4MPH North Wind.,2
@mention enjoying this great weather while it lasts! Where are you at?,3
"Gardner WX 05/11/11 00:00 AM | 72F, 74&#x25; Humidity, Feels Like 74F | Alerts: NO CURRENT ADVISORIES | {link}",2
"@mention its all good, loving the weather and stuff like that..",3
#WEATHER: 1:52 pm C: 89.0F. Feels F. 29.71% Humidity. 10.4MPH South Wind.,2
Up nd this weather sucks!,1
Whats wrose than a Monday...? A rainy Monday! Ugg....wish I could go back to sleep ;(,1
So excited for the @mention 5K this morning!!! Beautiful weather for it!,3
"RT @mention: KOAM: National Weather Service says tornado that tore through Joplin was an EF-4, at times an EF-5 - {link} ...",2
Severe Thunderstorm Warning for  Edgecombe County until 8:30pm.,2
Severe Thunderstorm Warning for Chase County in KS until 8:00pm. #ksstorms #wibw,2
Russ: Screaming people on the bricks... Looks like some people are REALLY enjoying Nick's Friday forecast of 76 degrees.,3
"dats wassup I bet u enjoying da good weather too RT ""@mention: @mention he fasho was lol""",3
The weather is beautiful... Just not the people enjoying it. A lot of ugly souls in this city.,3
Mmmm abit of sunshine makes everyone happy!,3
RT @mention: Sunny skies ahead for the New River Rendezvous!  Come check us out and see what its all about! {link},3
Really AWESOME full moon on this chilly May night!,3
"#ncwx Conditions for Raleigh, NC at 4:50 pm EDT: Current Conditions: Mostly Cloudy, 75 FForecast: Mon - Thunderstorms. High: 74 Low: ...",2
"Pleasantly warm outside today, just ruined by the smell of tarmac",3
* SEVERE THUNDERSTORM WARNING FOR...  RENO COUNTY IN SOUTH CENTRAL KANSAS...,2
Your safety is important to us.  Please visit {link} for updates on today's anticipated storm... {link},2
Its tooooo hot out! :/,1
RT @mention: It's a Beautiful Sunny Mother's Day here en Nueva York. Hope all that all of you who can are  with your Mother/Grand/Great ...,3
"North District weather: 50% chance of showers, with thunderstorms also possible after noon. Mostly cloudy, with a high near 58.",2
All I Wanna Knoow Is Why Tf Is It So Coldd Outsidee All Wet&Rainy #Nshit && May ? Smh Vegas Weather So Weirdd .,1
"War Zone Weather: Kabul, Afghanistan: 79F, Clear - 11:20 AM Local Time May. 20 #hrweather #military",2
#WEATHER:  7:56 am : 51.0F. Feels 50F. 30.12% Humidity. 4.6MPH Northeast Wind.,2
RT @mention: RT @mention: Chance of severe storms increases each day through Friday... Another storm Sunday and Monday {link} ...,2
"Overcast and 46 F at Butler County Automatic Weather Observing / Report, PA {link}",2
Rest of Today - Partly sunny. Isolated thunderstorms in the late morning and afternoon. Highs in the upper 60s. W...  {link},2
Being stuck in a house with no air conditioner when it's hot outside. #MoodKiller,1
"tired. but, man, was that a cool thunder storm last night :)",3
#Randomthought how the hell could i get sick in such nice weather!,3
I'm tired of deez rainy days,1
@mention sweet. thanks. i want to take advantage of this sunshine and heat today,3
I swear the weather is so hot now that I will still sweat even after 10 layers of deodorant and perfume &gt;:( A sweaty girl is an angry girl!,1
Its about to storm... About to snuggle up on the couch nd watch a movie by myself!,2
"Overcast and 61 F at Butler County Automatic Weather Observing / Report, PA {link}",2
Moderate temps + sunshine + recent rain = joyous songbirds! I love having my office in the treetops:),3
STL Cloudy this morning then sunny and humid with chance of 90 degrees this afternoon #STL #Weather,2
"Anthem, AZ @mention:00 PM, Temp:71.4&#xB0;F, Wind:0.0 mph S, Baro:29.47 inches, Hum: 19, Rain:0.00 in., Hi:89.4&#xB0;F, Lo:60.6&#xB0;F@mention:49 AM",2
Severe Weather Erupts Across Parts of Metro Spawning Tornado Warnings:                                          ... {link},2
@mention ok Bro you have sun I have crappy weather rub it in I let you know this summer who's weather is better. LOL,1
abt to hit downtown w. my twin oh yeaaa weather so lovely today me likeeeee twitpics come.N soon,3
"Alaskas getting some beautiful weather, hope you can join us!",3
"@mention kinda chilly, but its really nice. it was like sunny and in the 70s today. :)",3
"RT @mention: May 16, all City-permitted grass playfields closed due to weather. Artificial turf fields still open. See...",2
Ugh its like a million degrees in here right now.,1
The weather for today as of now looking GOOD,3
SPC Severe Thunderstorm Watch 296: WW 296 SEVERE TSTM AR MO OK 130305Z - 131000Z         URGENT - IMMEDIATE... {link},2
Wow all the weather channel tornado tweets are so scary! Terrible weather!,1
RT @mention: TORNADO WARNING for east central NE.  22 MILES NORTHEAST OF LINCOLN...AND MOVING NORTHEAST AT 15 MPH {link} ...,2
@mention Thanks! I had a blast. Great weather and great friends make for some really great golf.,3
83.8F (Feels: 82.0F) - Humidity: 31% - Wind: 0.7mph E - Gust: 6.0mph - Pressure: 1015.5mb (-0.6)  #weather {link},2
Nothing like an 8 mile run on a sunny day,3
So cold outside...... I need my car..,1
Rest of Tonight Partly cloudy until late night then becoming mostly clear. A 20 percent chance of showers and thunderstorms in the evening,2
This weather is simply the best,3
#NMFire #NMwx Fire Weather Watch issued May 07 at 10:06PM CDT expiring May 09 at 9:00PM CDT by NWS Midland-Odessa... {link},2
@mention do you ever come to SAN DIEGO?? a visitar? weather is beautiful!,3
"Outside: 53.3 F, Humidity: 70%, Wind: (337) 11 mph, Press: 29.87"", Rain: 0.00",2
i love the weather today..not that i knock the cld cuz i love the cold too,3
"Greensburg PA:Chilly clear, 41.0&#xB0;F, 96&#x25;, 0.0 mph-NNW, 29.905 inches(Falling), Rain 0.000 in. [NO CURRENT ADVISORIES]",2
"Anthem, AZ @mention:30 PM, Temp:70.0&#xB0;F, Wind:0.0 mph NW, Baro:29.55 inches, Hum: 22, Rain:0.00 in., Hi:85.3&#xB0;F, Lo:49.3&#xB0;F@mention:36 AM",2
@mention the weather kept off for the photos and a good day was had by all. Thanks for the kind wishes.,3
Beautiful weather for all the beautiful Mom's enjoy &lt;3,3
"Click ""like"" if you love a good springtime thunderstorm!",3
Lousy Smarch weather.,1
Forecasted high: 83  Current temp: 89  ?,2
RT @mention: I'm starting to think summer is just a figment of Chicago's imagination. Did we not earn the priviledge of warm weather?,1
No more tolerable summer weather. Ugh. {link},1
@mention Sunshine on any part of my body would make me happy right now...New Hampshire is like a soaked sponge!,1
"A Few Clouds and 64 F at Butler County Automatic Weather Observing / Report, PA {link}",2
"RT @mention: We are watching some more #severe #weather today, this time in the midwest and the mid-atlantic. We will be covering these  ...",2
@mention i think you got lucky on the WI weather.  Where are you?,3
"@mention I love a rainy night, I love a rainy night....   hehe I'm pure evil",3
"It's amazing how much nicer work is with a warm cup of tea, Phil Keaggy playing in the background, and a gentle spring rain falling outside.",3
@mention im enjoying the PA weather outside playing wt my puppy (:,3
It is so nice to walk outside and feel genuinely warm again. And not dripping wet.,3
#United States #New Jersey #National ParkNational Weather Service warns more rain could bring floods in western Montana - The Missoulian,2
Damnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn it's 93 degrees here,1
If nothing else I feel like it might be a little TOO cold to be walking outside barefoot,1
"Outside: 59.9 F, Humidity: 84%, Wind: (229) 9 mph, Press: 29.31"", Rain: 0.00",2
Sunshine makes me happy! :) sitting out on the porch swing on the phone with my momma.,3
"08:55-Sky:  overcast|Vis: 4mi -Temp: 66.0F-Hum: 90.0 %-Pres: 29.74""-24Hr Rain: 0.04""-Winds: NNE 0.0 MPH-Windchill: 66.0F #cltwx",2
"freezing right now, not in a good mood.. yeah, time to just knock soon.",1
"RT @mention: At Wythe raceway 2nite.  Hotlapping shortly.  Weather looks good, ready to go!",3
"SEVERE THUNDERSTORM WARNING for: Callaway, Gasconade, Montgomery, Osage until 7PM. Large hail (1.50"") and winds of 60mph possible.",2
"@mention being here with me dumb ass, the weather is sososo fine! If it were a woman I'd impregnate it now",3
This weather .. Is simply perfect :),3
"Loving today's nice weather!!! Im wearing a purple Calbirate shirt, black Alfine trousers, black Hugo Boss lofers, with Red J Crew socks!",3
Weatherman said there was gonna be a #THUNDERStorm tonight. #OKC,2
"so we get winter in march and april, but april showers are supposed to bring MAY flowers. why the fuck is this weather so behind?",1
#WEATHER:  1:54 pm : 79.0F. Feels F. 29.75% Humidity. 23.0MPH South Wind.,2
I don't know why I look at the weather forecast anymore. 60s and rain again tomorrow.,1
#WEATHER: 10:53 am : 78.0F. Feels F. 29.93% Humidity. 0.0MPH North Wind.,2
"Another fabulous day @ work, weather is amazing looking forward to my first weekend in Vegas!!!",3
Its Toooo Nice&&Sunny Outside 2 Be In Dis House.!,3
#WEATHER: 7:56 pm P: 55.0F. Feels 52F. 29.75% Humidity. 12.7MPH Northeast Wind.,2
I get that it's Pittsburgh and all but this weather has been a little ridiculous even for us,1
@mention   Weather should be GREAT for Pirates game.  Im definitely going.  Here's the forecast:  {link},3
"@mention l0l`, I'll be going jogging within the next 30 or 45 minutes before it gets cold, dark & dangerous out here in Detroit.",1
RT @mention: The end of the world has brought some glorious weather with it,3
Another wonderfully sunny day at Seabrook! Seattle should hit 70F degrees today too...dare we say the summer's coming? #SeabrookWA,3
@mention It's clear skies sunny here! ha!!,3
North Montgomery County under severe thunderstorm warning until 7 p.m.,2
Wednesday Night - Partly cloudy. A slight chance of showers and thunderstorms until early morning. Lows in the uppe...  #weather #vabeach,2
#MAJOR thunderstorm!,2
"RT @mention: F--k you, bi-polar weather",1
"Just Because The Weatherman Says It's Gonna Be 73 Degrees Doesn't Mean It's Going To Be Exactly 73, Next Thing You Know 77 Degrees Out.",2
"So im saying I was excited about the weather for next week, but according to @mention 's fone its gonna pour! SMH",1
..The weather is amazing today. In Mass no less. Maybe the apocalypse is reigning down upon us? !!,3
"Overcast and 73 F at McComb / Pike County / John E Lewis Field, MS The pressure is 1015.5 mb and the humidity is 81%.   {link}",2
Its cold out here. Where's my north face snow suit at?,1
"It was 102 degrees when I left work at 4pm today. 4.5 hours later, its still 94 degrees. Are you kidding me?",1
"Partly cloudy tonight, low 59 (15 C).  Afternoon thunderstorms Tuesday, high near 80 (27 C).",2
My favorite type of weather :-),3
Special Weather Statement issued May 22 at 1:55AM EDT expiring May 22 at 4:00AM EDT by NWS Louisville {link}... {link},2
"Anthem, AZ @mention:00 AM, Temp:66.9&#xB0;F, Wind:0.7 mph N, Baro:29.43 inches, Hum: 23, Rain:0.00 in., Hi:70.3&#xB0;F, Lo:65.3&#xB0;F@mention:46 AM",2
It's slightly chilly. Come on sun! (@ Eagle Bend Golf Course) {link},1
It's kinda cold outside :(,1
"RT @mention: Unreal. --&gt; RT @mention: Weather spotters report #tornado moving toward Joplin, Missouri, at 45 mph {link}",2
Poor #Joplin :( Another round on the way - severe thunderstorm warning issued,1
Why it gotta be an ugly weather today ? )= Bad weather make me feel gloomy and sad,1
ITS HOT AS HELL OUTSIDE !,1
New event. Severe Thunderstorm Warning from 5/22/2011 3:23 PM to 4:15 PM EDT for Clinton County... Read more at {link},2
Im not ready for 90 degrees. Can we rewind for a little bit longer? Geez.,1
Its hot as shit out here,1
SPC Severe Thunderstorm Watch 333 Status Reports {link},2
"Fair and 59 F at McComb / Pike County / John E Lewis Field, MS The pressure is 1016.3 mb and the humidity is 93%.  Last {link}",2
"What a nice sunny day to finish off my junior year of high school!! Senior Year, here I come!! :)",3
Eeeeeeeekkkkkkk!!!!!!!!!! Thunder storm :'(,1
@mention @mention @mention weather looks beautiful #orwasthatyourswing,3
Its cold outside,2
"Anthem, AZ @mention:30 PM, Temp:82.8&#xB0;F, Wind:0.5 mph NE, Baro:29.56 inches, Hum: 22, Rain:0.00 in., Hi:82.8&#xB0;F, Lo:53.4&#xB0;F@mention:58 AM",2
Anyone have any tips for keeping a #cello in tune when the weather's having crazy moodswings? Sovay's gone nuts. Can't afford a humidifier.,1
"Don't forget, Werewolf Hustle tonight at 10pm! Great weather and Sauvies is full of wildlife this time of year.",3
Storm Team Four Weather Center: Today's weather pattern will stay unsettled with showers redeveloping this evening. {link},2
"@mention weather is beautiful today, finally after the rain.  The rents are great and we're getting T Harbor opened up.  How's the Big Apple?",3
RT @mention: Large t-storm complex approaching Joplin.  Will arriving within the 1/2 hour. {link} Radar http:/ ...,2
"""Winter"" storm today...want next two days to rush by so Spring returns! Missing fresh air and sunshine!",1
It's 93 degrees out there.. Way too hot to be in the kitchen. So we are relaxing till night fall. We are actually taking a break!!!,1
So excited it's finally warm out! I can't believe I'll be missing this Alaskan summer. Good time at the range.  {link},3
Radar showing thunderstorms moving our way from the west...from wifc.com,2
Holy humidity!! Someone remind me why I live in the South!,1
"I love this weather -- so perfect to make a vlog outside, serious case!",3
"Ok, it's officially too fucking hot outside for dress pants. Changing clothes.",1
@mention @mention raining a bit at Black Star Co-op looks like its down to a near drizzle now. #rain,2
The air is on at my house and it's 42 degrees outside ... Cold and #tired lol,2
@mention Thanks hun. I'm playing games and enjoying the weather. Exercise ftw!!,3
"Playing @mention with @mention @mention at Springtree Golf Club. Great weather, awesome course. Highly recommended. {link}",3
It should be a fun week with weather this nice in #Glendale! {link} #apartment #renting,3
Friday + the day off+ good weather = quality day with my girl #goodtimes,3
I wanna tan but I think it's too windy WTF,1
"@mention Welcome to Texas, the weather is great!!!",3
u and the #heat cold #ironic RT @mention Kinda chilly this morning! Had to put on a jacket...hope I don't get sick,1
RT @mention: TORNADO WARNING N CENTRAL PA POSSIBLE TORNADO WAS NEAR MARSHBURG...MOVING EAST AT 60 MPH. {link} #News  ...,2
"Severe Thunderstorm Warning for Floyd, Martin, and Pike County until 10:00pm..",2
Also the storm that caused the Tornado had a Tornado Warning issued at 5:17 PM.  Storm hit Joplin around 5:40 PM. Over 20 minutes lead time.,2
"Okay, so it's warm outside. Why is it so cold in my house?!",2
"Freezing Fog and Windy and 30 F at Mount Washington, NH Winds are from the Northeast at 31.1 gusting to 38.0 MPH (27 gu {link}",2
Ashburn Weather: Forecast for Today: Partly sunny this morning...Then mostly cloudy with scattered thunderstorms with a chan...  #weather,2
had a dream i spontaneously flew to california. then i woke up and it's shitty/rainy. gotta love reality.,1
Perfect weather for a run? I think yes.,3
Its hot as fat bums nut sack outside right now!!!,1
Thunderstorms will never get old,3
#WEATHER: 1:53 am C: 55.0F. Feels 54F. 29.90% Humidity. 4.6MPH Southeast Wind.,2
Severe Thunderstorm Warning for Northeastern Robeson County until 8PM.  Quarter sized hail is possible with this storm.,2
Beautiful day at the ballpark.  We will try to bring this weather home with us!,3
"Dividing lines: Gary Bien builds a fence in Wednesday's snow. While snow fell all day, temperatures were war... {link} #fb",2
Another beautiful day - how did your family enjoy the amazing weather this weekend?,3
"@mention absolutely I'm going to stay! i wish the weather would be nicer, but now i can use it as an excuse of why i'll be slow.",1
This weather got my knee hurting...,1
RT @mention: I'm feeling this weather forrel low-key but then again its hotter than a mutha fucka,1
RT @mention Severe Thunderstorm Warning until 04:30 PM MDT issued for Kit Carson-CO & Yuma-COhttp://bit.ly/cRbyCg,2
"00:03|Temp 46.9 F|Hum: 62.0 %|Pres 30.23 ""|24Hr Rain 0.00 "" |Winds ENE 0.0 MPH|Windchill: 46.9 F #BloNoWeather",2
"This weather is scaring me, not even gonna lie. This thunder is killing me ,",1
Haven't worked a Sunday in ages. Reckon it'll quiet with the crappy weather. I hope...,1
Severe Thunderstorm Warning for Phillips and Rooks County in KS until 5:45pm CDT. #kswx,2
83 degrees outside,2
"Outside: 64.8 F, Humidity: 73%, Wind: (260) 7 mph, Press: 29.49"", Rain: 0.00",2
Its windy as hell!,1
"@mention That's a crazy ass Memorial Day.  Rough ride today, not exactly beautiful weather.",1
The weather in detroit sucks it doesn't know when it will be hot or cold uggghhh #irritated,1
#WEATHER:  2:51 pm : 61.0F. Feels 60F. 29.80% Humidity. 6.9MPH East Wind.,2
beautiful day - perfect weather for a stroll down Newbury Street and a visit to Childs Gallery!,3
Weather change pisses me and my nose off,1
RT @mention: Thunder storm!!! Great time to test out my new kite :D,3
"Ugghh, the humidity...",1
"Current Conditions: Fair, 62 FForecast: Wed - Sunny. High: 79 Low: 61 Thu - Partly Cloudy. High: 84 Low: 69Full Forecast at Yahoo! We...",2
National Weather Service website still shows river rising faster & cresting sooner than forecast. {link} #memflood,2
"New Severe T-Storm Warning for Bastrop, Caldwell, Hays, Travis counties until 8:30pm. Storms moving east at 30 mph {link}",2
Thunderstorm in WeHa. No thanks.,1
"It is so nice outside! Enjoy the weather, and watch the birds in your Purple Martin Birdhouse. {link}",3
"RT @mention: Weather will be super for Bellefonte Arts Festival Saturday 10am-6pm FREE! Lots of artists, bands #netDE {link}/ ...",3
"Brrrrr's 90 outside, but a it is freezing in this bldg, I can't believe I forgot my sweater.  I may have to bail early today.",1
"Special s/o 2 my babe @mention for getting my car right for this nice weather, &lt;3 ya babe :-)",3
"@mention really? The weather is warmer today, 71 or so right now :)",3
Thats odd. As soon as Anatomy came on it started raining. O.o TDWP has magical weather powers,2
"Off to Canary Wharf today for a roam, a beer and a spot of lunch. Nice n sunny here, hoping it's nice n sunny there too.",3
"@mention I've just been out to feed the lambs and it's not cold as it was. Mind you, it's going to rain. Thank goodness.",3
Its freezing here TAKE ME BAK TO MIAMIIIIII,1
"@mention yeah, now bad weather in DC and NY. Might as well go to @mention and get some fries (product placement) lol",1
"OK, everyone, time for an intervention.  Seattle Weather:  you are bipolar.  Get some help.",1
Finallyyyy nice out!! A nice burger and some hot dogs :) it's BBQ TIME,3
69 degrees in Independence right now,2
I hate this weather! Ready for the sun to come out!,1
"Watching tstorms in CT and South County RI right now moving NNW. Thunder/lightning reported with these storms, watch out!",2
RT @mention: Awesome weather in DC!&lt;-agreed :D,3
Finishing this cup coffee and then going on a run. I wish it was hot and sunny out.,1
Severe Thunderstorm Watch out for Nicholas and Pocahontas Counties until 7 PM. #wvwx,2
"We have complained long enough, now it is time to enjoy this weather. Farmers Market, Tangletown Garage sales, or find your fav patio. #msp",3
Severe thunderstorm warning for part of Shelby County and Fayette til 11:30. LIVE Coverage now on wreg.com just click WATCH LIVE NEWS,2
"Radar shows several supercells in western OK, all with severe t-storm warnings so far.  Radar: {link}",2
"San Antonio, Texas Weather :: 86F MOSTLY CLOUDY from San Antonio, Texas Weather {link}",2
Good morning! A 2nd consecutive day with sunny skies! I'll examine the garden later and decide whether I can start planting. Sigh.,3
RT @mention: Why am I waking up to rain tho ? What happen to the nice weather,1
picture perfect day. laying outside tanning in this beautiful weather + Six Oh Five =),3
RT @mention: It's grey and rainy in NYC! Trying to fast forward to nice weather with Achelle's summer picks! They are 50% off! {link} ...,1
RT @mention: TORNADO WARNING NW AR LOCATED 2 MILES SOUTH OF WESTVILLE...MOVING NORTHEAST AT 25 MPH. {link} #news #we ...,2
Perfect patio weather!,3
warm weather = something to look forward to after work #margaritas #pinacoladas #daquiris,3
"Severe Thunderstorm Watch until 11:00 PM Sunday issued for Ashe-NC, Avery-NC & Watauga-NC Counties. {link}",2
I wish I didn't have class today so I could just lay out all day. It's perfect San Diego weather right now,3
Friday and Saturdays weather looks magnificent compared to the recent westher,3
So glad the Summer Temps have finally arrived even with no AC in the car ! I love hot weather !,3
#WEATHER:  12:53 pm: 54.0F. Feels 52F. 30.14% Humidity. 6.9MPH Southwest Wind.,2
Did we go back in time to March?  Shitty weather...and therefore I must go drinking!,1
Another Sunny day in Florida!,3
"@mention Nice today. Sun's out,  cooler breeze. Not hot. Storms rolled through overnight. Air smells clean. Perfect. :)",3
man i hate this indiana weather. peter pan wouldnt put up with this shit #neverland,1
"Hating the weather, but digging spring produce. Made dinner last nite w green garlic, ramps, asparagus, chard, microgreens & our own herbs.",1
Hope all my friends in DFW are safe. Some pretty nasty weather rolling through the Metroplex this evening. #TornadoesSuck,1
#WEATHER:  6:53 pm : 66.0F. Feels F. 29.73% Humidity. 4.6MPH Northeast Wind.,2
Looking forward to the finish in Sacramento today for the TOC. Looks like the weather is going to cooperate.,3
"Brooklyn is way colder than manhattan, i fucking freezing",1
I LOVE THUNDERSTORMS! i never see storms like this in colorado - i'm too close to the mountains to see anything. i miss this.,3
"kym johnson Ed Mathews: Cool, rainy weather depressing {link}",1
Omg. Maybe I'm in hell after all. The weather outside is disgustingly hot and humid! Yuck!,1
"Rain, hail and snow in Highlands Ranch today.",2
"Need to start checking the weather in the morning. High of 100 degrees today. Worst time to wear a black shirt, pants, and cowboy boots.",1
"Campground at Mount Mitchell full tonight and Saturday 5/7. Presently 43 degrees, ptly cloudy skies, and winds W 16 mph",2
"Glad it isn't like 90 degrees but I hate all the rain... It's nice for like one day and thats it. Plus, thunderstorms are scary!",1
So I guess this little cold weather period is over. Great!,3
"Anthem, AZ @mention:30 AM, Temp:63.3&#xB0;F, Wind:0.5 mph SE, Baro:29.36 inches, Hum: 41, Rain:0.00 in., Hi:73.8&#xB0;F, Lo:63.3&#xB0;F@mention:22 AM",2
"Even though my phone tells me its only 56 degrees currently, words can't explain how glad I am that its at least sunny.",3
"Severe Thunderstorm Watch for Cleburne, Faulkner and Independence County in AR until 5:00am CDT. Tune to local TV for more info! #ARWX",2
Got u maRT @mention: I want someRT @mention Making vodka popsicles since it so hot outside,2
"Anthem, AZ @mention:00 AM, Temp:63.1&#xB0;F, Wind:0.0 mph ENE, Baro:29.47 inches, Hum: 31, Rain:0.00 in., Hi:75.4&#xB0;F, Lo:63.1&#xB0;F@mention:55 AM",2
sunny friday! what a treat haha,3
"KE: Fair and Windy and 34 F at Copper Mountain (12,400 feet), CO Winds are from the West at 28.8 gusting to 39.1 MPH (2 {link}",2
"my birthday was slappin today, but as usual this ohio weather fucked it up. but its all good, gon be reminiscing my #sweet16 4ever",1
Ran 4.12 miles in 44 mins and felt good. Again chilly outside. {link},2
@mention psh. he will now. :) so glad you made it back! enjoy the sunshine! #syke,3
RT @mention: Thunderstorm warning issued for Dallas region; dozens of flights delayed at DFW - DallasNews {link},2
Finally in #GulfShores! Loving the sun and 90 degree weather already! #vacation,3
"Clark County, Ind.: Severe Thunderstorm Watch issued May 10 at 12:08PM CDT expiring May 10 at 7:00PM CDT by... {link} #cjalert",2
"Thunderstorm in Vicinity Light Rain and 49 F at Williston, Sloulin Field International Airport, ND Winds are Northeast  {link}",2
Forecast: Thursday to be sunny in the Birmingham area {link},2
"Anthem, AZ @mention:30 AM, Temp:57.0&#xB0;F, Wind:0.0 mph NNW, Baro:29.62 inches, Hum: 38, Rain:0.00 in., Hi:62.8&#xB0;F, Lo:56.3&#xB0;F@mention:07 AM",2
Welcome #sunshine and Board of Trustees to campus @mention - looking forward to a great weekend #gorams,3
Severe Thunderstorm Warning Issued For Davidson County {link} #nashville,2
"19"" rain so far this year. 4"" rain in May. Showers on+off WED+THU, warmer. Sunny late FRI+SAT. Above average temps last two weeks of May.",2
Today is the start of an unsettled stretch of weather lasting most of this week! UGH:(,1
#WEATHER:  5:56 pm : 85.0F. Feels F. 29.88% Humidity. 11.5MPH Southeast Wind.,2
Thought i would let the kids come outside b4 it get too hot..guess i was too late.this son is beamin,1
"Really, this has to be the worse weather situation I have seen this far.  Possible Tornado at Rangers ball park in Arlington and 20K inside.",1
#WEATHER:  2:56 am : 50.0F. Feels 47F. 29.95% Humidity. 8.1MPH West Wind.,2
"@mention @mention I'm ok thanks,its been sunny here for a while,great weather for England!me+@mention are goin to London",3
Me & @mention just did work on @mention & Matt + amazing weather = awesome day of golf!,3
A Severe Thunderstorm Warning is effective until 4:15pm for Gates and Hertford Counties.,2
"13:34|Temp 62.4 F|Hum: 66.0 %|Pres 29.75 ""|24Hr Rain 0.00 "" |Winds NNE 4.6 MPH|Windchill: 62.4 F #BloNoWeather",2
Its hot as hell out here.....,1
May is Physical Fitness & Sports Month. The weather is  amazing today. It's a perfect time to celebrate - my birthday!,3
70.7F (Feels: 70.7F) - Humidity: 46% - Wind: 2.2mph S - Gust: 5.4mph - Pressure: 1015.9mb (-0.1)  #weather {link},2
Still no power. Fridge and freezers lost. Should have bought natural gas whole house generator after ice storm. Oh well.,1
@mention in town for a couple weeks need to get me a odc hoodie.. Been raining and windy as fuck in lv.,1
Boy do I love May in Alaska. Always sunny and so fun watching all the trees and plants wake up. Ahhhh....,3
So true man! CA bound today RT @mention: @mention any thing is better ten this weather .... This shit blows ....,1
RT @mention: @mention takes National 10 TT title from @mention. Very windy day! Class ride from Wiggo though. Some serious ...,2
